sensor_index,latitude,longitude,pressure,pm2_5_atm_a,pm2_5_atm_b,humidity_a,temperature_a,location_type,pm1_0_atm_a,pm1_0_atm_b,scattering_coefficient_a,scattering_coefficient_b
910944,76.8896655,-82.735741,903,21.11,29.91,80,19,0,6.58,45.07,47.97,79.64
361960,33.119285,-128.432838,951,3.69,23.7,27,32,0,3.41,32.75,24.86,86.01
150808,-28.782559,-112.430266,1014,14.43,20.05,60,-3,1,17.57,3.08,37.98,11.15
455463,41.184955,8.528310,922,26.96,16.69,74,20,2,23.01,41.91,19.99,51.1
982241,-69.177235,121.854946,1034,11.95,3.26,35,37,0,14.01,14.22,10.36,82.61
156146,39.6855065,8.058902,1013,23.8,7.48,71,50,0,4.59,45.79,35.28,3.81
517713,-73.977887,126.066202,950,10.81,17.39,49,50,1,40.0,34.74,72.03,50.42
785243,14.9253825,-153.460185,941,36.61,6.73,78,0,0,40.98,7.89,67.5,90.2
911358,47.590097,83.946446,946,4.88,29.63,73,39,1,45.4,28.0,61.37,88.83
958510,8.7576095,108.022583,1014,2.52,23.4,62,26,0,9.51,35.6,66.65,84.31
42616,48.4536395,-146.174689,947,33.23,31.9,26,41,0,34.96,12.03,51.7,99.22
472498,50.8586345,17.835687,959,7.38,28.46,38,6,1,38.66,24.25,55.17,55.27
569475,77.835251,16.604672,928,17.07,23.94,36,41,1,37.69,27.33,59.42,9.22
161802,-16.999748,3.451496,932,37.54,26.33,23,10,2,4.39,29.33,58.9,53.69
973704,-18.923434,23.847135,997,3.36,8.59,60,9,1,49.4,0.65,92.26,23.27
376131,-52.463673,4.792837,1038,25.95,20.99,67,44,1,28.89,27.72,13.28,37.04
535848,-17.9067975,52.381806,949,30.98,10.22,31,15,1,3.03,22.07,45.05,60.12
814513,-48.7295205,124.079353,903,2.93,39.0,47,38,1,16.22,31.26,54.28,40.1
67453,-25.5613765,99.010877,971,39.32,32.66,34,2,1,14.07,17.58,54.34,90.76
499235,-52.088551,80.201310,1047,7.64,33.04,78,43,0,4.23,5.87,84.65,54.06
463199,-2.640498,-155.759674,1007,24.69,23.36,72,33,1,17.43,48.09,32.43,83.72
838678,65.482045,54.732276,976,35.51,27.51,33,7,2,16.13,9.63,61.39,52.83
476933,-87.553050,125.426877,1038,22.22,17.25,47,5,0,39.82,11.09,13.53,7.95
880598,-72.141190,69.510611,974,30.51,39.42,72,3,0,4.06,2.91,27.95,96.93
818378,-73.0445395,16.701430,900,30.36,21.24,77,49,1,42.22,7.9,92.14,66.11
445892,-50.328016,-106.670625,913,5.03,30.87,68,25,2,47.39,37.32,29.01,64.41
916619,78.358201,16.608235,1030,9.04,39.05,68,8,2,20.21,44.3,84.53,40.89
258005,-17.2514165,168.359735,970,28.38,28.51,35,10,0,4.87,40.35,84.4,95.94
657437,-70.1401125,171.424490,1018,18.7,3.54,59,19,1,41.8,29.18,37.7,93.9
24840,-84.8513355,58.329042,983,27.24,3.1,57,43,0,32.44,17.33,14.25,63.85
902576,-68.3056905,45.107507,1001,10.29,13.59,76,46,0,43.4,37.69,32.11,11.77
451329,-85.0163125,124.296752,906,37.26,23.1,35,22,1,22.75,31.99,65.61,84.39
971408,-7.928052,47.481928,994,27.31,33.66,46,27,0,45.49,14.64,39.27,93.04
779147,-23.789599,-48.075499,1050,32.04,38.2,32,29,2,18.62,44.48,53.69,92.05
707550,73.3730255,-60.591382,917,35.7,32.38,67,13,0,6.87,18.23,82.18,54.49
947598,18.9454125,-89.941137,949,12.42,34.85,27,27,0,46.28,18.44,48.76,29.48
103001,-6.6980865,-67.819596,923,9.15,29.21,78,32,1,48.81,17.02,91.16,1.03
708740,87.1628765,-12.431160,915,8.98,13.3,60,9,1,45.37,32.86,48.25,84.55
842341,59.857301,-84.078835,906,15.46,3.37,35,48,2,20.93,10.2,81.32,31.68
817041,72.0709965,-15.037485,1009,32.15,34.2,54,2,1,3.02,36.87,17.69,64.36
249005,14.4364175,-29.077321,905,35.62,21.1,58,13,2,16.1,39.18,22.62,60.92
539012,-65.8230315,162.110692,926,14.68,39.34,51,13,1,5.3,22.51,26.3,53.86
635709,-15.8837485,110.822322,967,17.38,5.74,43,42,1,37.32,40.75,20.51,32.21
898520,27.782036,-0.828779,1038,8.02,22.38,73,5,0,26.15,4.68,49.37,83.63
763381,-26.216761,160.942352,1040,38.14,21.67,38,49,1,45.95,12.66,21.92,31.21
33096,13.650525,-99.240909,940,22.34,1.35,71,18,2,34.66,13.45,78.11,15.45
729658,45.640443,142.253724,951,32.4,24.61,48,22,0,23.65,25.71,93.92,81.24
813419,38.858965,120.517552,946,34.82,33.55,34,40,1,10.2,7.25,99.45,64.44
127408,-49.2672805,-108.847373,908,12.53,19.62,80,22,2,43.53,46.03,30.86,35.26
544476,40.6504715,71.339527,998,9.02,24.21,65,-8,0,19.68,38.65,86.11,27.23
527577,-10.861869,32.124313,968,19.87,21.22,41,2,1,1.76,24.07,70.07,85.64
240999,-89.6033745,-162.777823,906,1.83,16.46,64,8,2,36.16,21.88,8.23,40.16
200556,-3.0344205,9.786646,952,27.71,26.48,52,14,0,14.54,22.76,5.06,48.33
709989,32.937974,16.038742,1031,34.24,13.91,60,32,2,44.33,33.04,14.78,22.5
913276,-59.837079,-96.793584,900,27.75,18.27,69,-9,1,38.52,24.4,20.81,15.46
45270,50.609725,120.959306,959,38.84,30.56,58,31,1,9.51,43.27,53.74,94.25
385073,-49.343436,179.166955,1029,23.05,10.17,75,6,0,15.17,49.76,26.41,21.43
347270,-37.922847,147.864430,1037,22.55,18.21,21,37,0,49.2,31.67,11.25,21.83
218892,-85.6342795,31.833667,1030,31.26,24.0,23,28,0,1.85,29.43,42.47,52.43
504023,7.9712025,-3.520520,1041,3.42,5.85,25,-4,0,36.51,15.1,24.04,48.38
510450,-54.801335,90.083973,941,12.97,1.06,50,36,1,16.27,25.64,86.77,78.47
995900,-81.4539415,-178.013738,904,32.53,29.48,68,36,0,34.05,35.02,4.53,66.57
534676,56.9495655,-123.059938,1019,19.58,31.82,22,16,2,12.91,19.39,17.01,80.05
251303,38.940855,-70.389223,1047,31.03,27.14,53,15,2,0.1,48.49,12.76,98.61
990079,2.903871,-147.046248,1020,12.75,13.55,67,47,0,19.7,33.75,0.43,66.13
45619,40.606193,-105.305382,944,19.8,17.79,38,0,1,16.58,49.1,71.97,76.95
883263,52.578815,-69.687793,1024,2.61,21.88,40,48,1,6.1,30.11,49.91,49.04
294902,76.4661875,-73.975307,946,28.24,32.69,29,38,0,40.52,13.61,47.8,21.87
879048,49.893864,-110.490613,970,34.49,3.84,30,34,1,21.35,15.06,19.04,39.5
773904,-75.0674235,132.074011,935,4.77,36.93,50,-7,1,6.15,44.66,1.15,12.43
743718,31.860285,136.775089,1045,39.76,18.18,23,29,1,23.67,13.28,90.59,82.47
615722,3.570203,-33.287106,916,32.37,4.25,71,45,2,39.15,6.48,40.72,4.45
865139,40.2008255,21.127494,921,3.25,23.98,75,49,0,21.51,43.93,41.63,55.03
102821,-83.1127565,117.587196,934,12.93,25.36,72,37,0,47.57,15.94,52.24,58.44
851680,27.5210315,-129.200697,1002,33.67,35.25,59,49,1,19.6,9.04,49.34,44.53
352856,-29.885732,159.849504,904,39.38,5.1,66,13,2,27.77,15.72,60.0,23.96
54311,49.055124,-94.538966,1036,26.35,1.72,75,44,1,48.83,42.11,89.04,54.96
221165,-76.202553,78.849191,949,35.18,39.25,24,46,2,22.08,10.55,23.27,88.14
574317,41.426798,28.808417,1005,23.18,7.92,65,39,0,7.15,35.3,56.25,25.53
511172,-57.2264345,60.991539,1000,8.55,14.18,35,2,1,21.02,2.53,11.0,88.2
973166,-58.2264505,-33.284384,1048,39.65,5.43,62,32,0,45.89,47.87,94.2,73.37
370310,-73.3494515,-38.751589,985,33.52,1.23,57,29,1,1.57,34.54,60.28,92.69
276828,77.5833255,-54.642943,985,28.44,1.09,42,29,1,9.54,33.35,36.28,76.19
960152,69.0331885,162.447593,955,27.79,17.46,34,34,2,14.77,40.63,81.98,57.79
143050,-88.519387,-158.327680,963,32.24,5.03,47,43,2,4.79,6.92,62.58,19.55
262731,-16.968321,154.297794,941,23.43,7.29,60,-3,0,38.16,37.89,22.68,18.64
169645,17.071076,-140.319712,951,30.91,25.26,74,25,1,25.89,41.17,18.29,66.7
769378,-5.6566335,-131.285218,981,36.69,25.67,40,2,2,41.54,7.08,56.78,93.36
80896,76.416973,-83.466449,944,20.26,17.85,23,-8,2,13.28,1.15,52.77,13.04
459563,-0.847801,-31.806620,1009,39.72,1.41,47,-5,2,49.82,44.69,83.72,33.34
314051,-26.5431885,74.412075,929,20.57,27.21,33,31,1,12.13,10.82,52.02,11.94
653632,11.3175575,-123.051699,956,9.82,7.35,67,41,2,13.36,40.11,43.92,50.01
434380,-89.604539,-111.297444,927,18.84,37.39,74,33,2,18.17,38.05,19.34,46.62
260077,-22.4428495,-97.806332,1016,27.73,26.17,60,23,0,3.33,46.24,33.24,5.5
445387,8.251898,31.421390,1003,24.94,27.18,77,18,2,26.3,0.43,8.39,50.07
647165,23.5976975,-158.970220,1006,11.22,20.41,52,-3,2,39.65,29.34,79.48,12.27
220619,-7.4135635,9.114047,908,39.46,14.59,66,36,0,12.7,7.49,72.25,21.45
572113,9.5799135,139.287131,910,17.89,34.11,57,44,0,36.16,30.83,79.62,4.88
598811,-63.9600275,70.947646,947,0.13,27.64,67,16,0,10.57,48.94,49.72,76.34
236570,12.7286815,65.636183,930,15.85,4.24,36,46,0,37.34,16.02,53.64,4.3
506062,68.0503345,-121.799790,1016,35.01,4.72,43,-1,2,42.2,8.88,5.16,8.76
504398,-41.545712,65.832607,981,0.92,34.52,58,8,0,35.41,15.36,26.13,71.25
400937,76.6469515,60.173793,956,15.72,30.94,63,27,2,47.03,20.83,70.81,86.21
671844,-51.3115225,-58.840386,948,23.09,13.91,25,-10,0,48.31,47.82,64.46,99.73
661831,47.5151925,43.768179,919,11.08,5.55,67,37,1,37.23,8.08,40.91,34.59
102587,-55.0930885,46.403734,1027,3.83,20.34,48,39,2,7.54,3.39,61.61,0.14
954145,57.5587745,-54.360083,981,19.21,3.41,73,36,2,0.17,31.83,68.34,53.01
694345,5.505304,179.590992,962,20.22,5.19,22,37,1,0.57,46.58,86.78,54.85
318008,36.634157,-70.983701,1043,21.54,13.26,20,8,2,18.4,40.21,31.1,27.72
524250,-61.0002825,67.474874,1033,16.97,35.49,28,10,0,16.5,14.33,73.05,16.2
650674,51.042980,-116.428732,1013,18.31,35.2,75,27,2,26.54,8.45,32.39,54.21
757379,2.838444,-142.169961,903,38.12,5.08,61,14,1,4.29,43.36,83.85,88.54
113672,-10.3402145,4.116932,989,6.27,29.54,52,23,0,41.41,41.54,30.57,21.65
417946,5.7911125,124.897500,962,21.37,33.8,30,3,2,39.65,35.3,19.52,85.23
607042,85.166232,78.939867,961,18.79,26.57,43,23,2,3.77,13.84,66.14,95.31
782138,-43.449465,-26.948011,978,19.76,38.26,48,-3,2,22.9,15.23,90.76,20.57
681511,-11.339706,9.919659,905,31.17,4.7,30,23,0,1.69,33.77,34.36,69.83
